approval_number,name,address,city,postcode,region,country,group,section,activity,slaughter,species,remarks,date_of_approval,publication_date
DE RP 10018 EG,Metzgerei Partyservice Scherer GbR,Luitpoldstraße 77,Hatzenbühl,76770,"Landkreis Germersheim,Rhineland-Palatinate",Germany,EU-EFTA,RM,CP SH,Y,bovine caprine porcine equine ovine,CP - Cutting Plant | SH - Slaughterhouse,,
DE BY 70841 EG,Metzgerei Riedhofer,Mühlenweg 3,Eisenberg,87637,"Landkreis Ostallgäu,Swabia,Bavaria",Germany,EU-EFTA,RM,CP SH,Y,bovine porcine,CP - Cutting Plant | SH - Slaughterhouse,,
DE SL 90008,Metzgerei Rudi Schuler,Am Marktplatz 5,Weiskirchen,66709,"Landkreis Merzig-Wadern,Saarland",Germany,EU-EFTA,RM,SH,Y,ovine bovine,SH - Slaughterhouse,,
083160120047/DE - BW 51002 - EG,Metzgerei Sexauer Gmbh,Bahnhofstr. 8,Königschaffhausen,79346,"Landkreis Emmendingen,Regierungsbezirk Freiburg,Baden-Württemberg",Germany,EU-EFTA,RM,SH,Y,bovine,SH - Slaughterhouse,,
DE SL 90002 EG,Metzgerei Steuer-Wagner,Trierer Strasse 11,Losheim am See,66679,"Landkreis Merzig-Wadern,Saarland",Germany,EU-EFTA,RM,SH,Y,,SH - Slaughterhouse,,
DE BY 20068,Metzgerland Fleischprodukte GmbH,Säumerstraße 3,Vilshofen an der Donau,94474,"Landkreis Passau,Lower Bavaria,Bavaria",Germany,EU-EFTA,RM,CP,N,,CP - Cutting Plant,,
DE BY 50499,Monolith Fleisch- und Teigwarenfabrik,Liebigstraße 12,Schwabach,91126,"Schwabach,Middle Franconia,Bavaria",Germany,EU-EFTA,RM,CP,N,porcine,CP - Cutting Plant,,
DE NI 10756,Morgenland Import-Export Gastronomie Belieferung GmbH,Am Tönniesberg 16-18,Hanover,30453,Landeshauptstadt Hannover,Germany,EU-EFTA,RM,CP,N,,CP - Cutting Plant,,
DE BY 21458,"Mottinger Hof, Inh. Klaus Weichslgartner",Motting 33,Vilsbiburg,84137,"Landkreis Landshut,Lower Bavaria,Bavaria",Germany,EU-EFTA,RM,SH,Y,,SH - Slaughterhouse,,
"ES 1535, TH 03400",Mühlhäuser Fleisch GmbH,Thomas-Müntzer-Str. 27,Mühlhausen/Thüringen,99974,"Unstrut-Hainich-Kreis,Thuringia",Germany,EU-EFTA,RM,CP SH,Y,bovine caprine ovine porcine equine,CP - Cutting Plant | SH - Slaughterhouse,,
DE BW 03550 EG,Müller Fleisch GmbH,Industriestraße 42,Birkenfeld,75217,"Enzkreis,Regierungsbezirk Karlsruhe,Baden-Württemberg",Germany,EU-EFTA,RM,SH CP,Y,bovine ovine porcine,SH - Slaughterhouse | CP - Cutting Plant,,
DE NI 10860,NWT-CT GmbH,Industriestraße 19,Twist,49767,"Landkreis Emsland,Lower Saxony",Germany,EU-EFTA,RM,CP,N,,CP - Cutting Plant,,
DE 12 072 053 0132,Naturfleisch Heinsdorf GmbH,Heinsdorf-Lieper Weg 1,Dahme/Mark,15936,"Landkreis Teltow-Fläming,Brandenburg",Germany,EU-EFTA,RM,SH,Y,,SH - Slaughterhouse,,
DE BY 10280 EG,Neuburger Schlachthof Betriebsgesellschaft,Robert-Widmer-Str. 5,Neuburg an der Donau,86633,"Landkreis Neuburg-Schrobenhausen,Upper Bavaria,Bavaria",Germany,EU-EFTA,RM,SH,Y,,SH - Slaughterhouse,,
DE NW 70584 EG,Nießen GmbH,Cockerillstraße 107,Stolberg,52222,"Städteregion Aachen,Cologne Government Region,North Rhine-Westphalia",Germany,EU-EFTA,RM,CP SH,Y,bovine caprine ovine porcine,CP - Cutting Plant | SH - Slaughterhouse,,
DE BY 11016 EG,Nikolaus Bartl,Berg 14a,Tuntenhausen,83104,"Landkreis Rosenheim,Upper Bavaria,Bavaria",Germany,EU-EFTA,RM,SH,Y,bovine caprine ovine porcine,SH - Slaughterhouse,,
DE NI 10861 EG,Nordfrost GmbH & Co. KG,Emsteker Straße 4,Emstek,49685,"Landkreis Cloppenburg,Lower Saxony",Germany,EU-EFTA,RM,CP,N,,CP - Cutting Plant,,
DE NW-EZ 320 EG,Nordfrost GmbH & Co. KG,Beckerfelder Straße 96,Duisburg,47269,"Duisburg,Regierungsbezirk Düsseldorf,North Rhine-Westphalia",Germany,EU-EFTA,RM,CP,N,,CP - Cutting Plant,,
DE EZ 202 EG,Nordfrost GmbH & Co. KG,Im Industriegelände 25,Versmold,33775,"Kreis Gütersloh,Regierungsbezirk Detmold,North Rhine-Westphalia",Germany,EU-EFTA,RM,CP,N,,CP - Cutting Plant,,
DE HH 00033,Nordfrost GmbH & Co. KG,Hovestraße 72,Hamburg,20539,Hamburg,Germany,EU-EFTA,RM,CP,N,,CP - Cutting Plant,,
DE NI 11700,Nordfrost GmbH & Co. KG,Pazifik 25-45,Wilhelmshaven,26388,"Wilhelmshaven,Lower Saxony",Germany,EU-EFTA,RM,CP,N,,CP - Cutting Plant,,
DE NI 10084 EG,Nordfrost GmbH & Co. KG,Im Gewerbegebiet 22,Schortens,26419,"Landkreis Friesland,Lower Saxony",Germany,EU-EFTA,RM,CP,N,bovine,CP - Cutting Plant,,
DE ST 00824,Nordfrost GmbH & Co. KG,Roßlauer Straße 51,Zerbst,39261,"Landkreis Anhalt-Bitterfeld,Saxony-Anhalt",Germany,EU-EFTA,RM,CP,N,bovine porcine,CP - Cutting Plant,,
DE NW-EZ 550,Nordfrost GmbH & Co. KG,Emscher Straße 43,Gelsenkirchen,45891,"Gelsenkirchen,Regierungsbezirk Münster,North Rhine-Westphalia",Germany,EU-EFTA,RM,CP,N,,CP - Cutting Plant,,
DE BW-EZ 308,Obere Metzgerei Franz Winterhalter GmbH,Schwarzwaldstraße 4,Elzach,79215,"Landkreis Emmendingen,Regierungsbezirk Freiburg,Baden-Württemberg",Germany,EU-EFTA,RM,CP,N,,CP - Cutting Plant,,
DE EZ 1783,Okle GmbH Großhandelszentrale,Hochwaldstraße 1-7,Singen (Hohentwiel),78224,"Landkreis Konstanz,Regierungsbezirk Freiburg,Baden-Württemberg",Germany,EU-EFTA,RM,CP,N,,CP - Cutting Plant,,
DE BW 01007,Omega Sorg GmbH,Margarete-Steiff-Straße 22,Essingen,73457,"Ostalbkreis,Regierungsbezirk Stuttgart,Baden-Württemberg",Germany,EU-EFTA,RM,CP,N,bovine porcine,CP - Cutting Plant,,
DE NW 50114,Omnia Meat GmbH,Lützowstraße 12,Essen,45141,"Essen,Regierungsbezirk Düsseldorf,North Rhine-Westphalia",Germany,EU-EFTA,RM,CP,N,bovine ovine,CP - Cutting Plant,,
ES 199,Otto Vollertsen GmbH,Mühlenstr. 15,Satrup,24986,"Kreis Schleswig-Flensburg,Schleswig-Holstein",Germany,EU-EFTA,RM,SH,Y,,SH - Slaughterhouse,,
DE NW 30017 EG,Paul Schröder,Friedrichstr. 19,Bad Lippspringe,33175,"Kreis Paderborn,Regierungsbezirk Detmold,North Rhine-Westphalia",Germany,EU-EFTA,RM,CP SH,Y,bovine porcine,CP - Cutting Plant | SH - Slaughterhouse,,
DE HH 00001,Peter Mattfeld & Sohn GmbH,Lagerstraße 17,Hamburg,20357,Hamburg,Germany,EU-EFTA,RM,CP,N,,CP - Cutting Plant,,
HH-EZ5,Peter Wendt,Lagerstr. 17,Hamburg,20357,Hamburg,Germany,EU-EFTA,RM,CP,N,,CP - Cutting Plant,,
SL-EZ 105 EG,Peter Zenz GmbH,Suedstrasse 1,Rehlingen-Siersburg,66780,"Landkreis Saarlouis,Saarland",Germany,EU-EFTA,RM,CP,N,,CP - Cutting Plant,,
NW 90518,Promeat GmbH,Raiffeisenring 2,Bocholt,46395,"Kreis Borken,Regierungsbezirk Münster,North Rhine-Westphalia",Germany,EU-EFTA,RM,CP,N,porcine,CP - Cutting Plant,,
DE BE 10182 EG,Provinz Food GmbH,Quickborner Str. 48-50,Berlin,13439,Berlin,Germany,EU-EFTA,RM,CP,N,,CP - Cutting Plant,,
MV 21848,R. THOMSEN GMBH FLEISCHGROSSHANDEL,BAHNHOFSTR 22,Bützow,18246,"Landkreis Rostock,Mecklenburg-Vorpommern",Germany,EU-EFTA,RM,CP,N,,CP - Cutting Plant,,
01 061 0495 200 / DE ES 91,R. Thomsen EU-Großschlachterei GmbH,Neuer Kamp 1,Kellinghusen,25548,"Kreis Steinburg,Schleswig-Holstein",Germany,EU-EFTA,RM,SH,Y,porcine,SH - Slaughterhouse,,
DE HE 1631 EG,RM Produktions GmbH & Co. KG,Industriestrasse 2,Rückers,36103,"Landkreis Fulda,Regierungsbezirk Kassel,Hesse",Germany,EU-EFTA,RM,CP,N,bovine equine porcine ovine caprine,CP - Cutting Plant,,
DE BW 50003 EG,Ralf Zähringer,Schmiege 22,Ehrenkirchen,79238,"Landkreis Breisgau-Hochschwarzwald,Regierungsbezirk Freiburg,Baden-Württemberg",Germany,EU-EFTA,RM,CP SH,Y,bovine caprine ovine porcine,CP - Cutting Plant | SH - Slaughterhouse,,
DE BY 60030,Rhönmetzgerei Arnold,Gefäll Feuerbergstraße 36,Burkardroth,97657,"Landkreis Bad Kissingen,Lower Franconia,Bavaria",Germany,EU-EFTA,RM,CP,N,,CP - Cutting Plant,,
NI 10922,Riedel GmbH & Co. KG,Hauptstraße35,Badbergen,49635,"Landkreis Osnabrück,Lower Saxony",Germany,EU-EFTA,RM,CP,N,bovine porcine,CP - Cutting Plant,,
DE NI 11000 EG,Rudolph Debbeler SCHWEDE Fleisch GmbH & Co. KG,Penter Straße 26,Wallenhorst,49134,"Landkreis Osnabrück,Lower Saxony",Germany,EU-EFTA,RM,CP,N,,CP - Cutting Plant,,
DE EZ 1464,Rüdiger Thomsen EG - Tiefkühl- und Lagerhaus GmbH & Co. KG,Bösterredder 23,Wankendorf,24601,"Kreis Plön,Schleswig-Holstein",Germany,EU-EFTA,RM,CP,N,,CP - Cutting Plant,,
DE NI 26160,Rügenwalder Mühle Carl Müller GmbH & Co. KG,Industriestraße 5,Bad Zwischenahn,26160,"Landkreis Ammerland,Lower Saxony",Germany,EU-EFTA,RM,CP,N,bovine caprine ovine equine porcine,CP - Cutting Plant,,
DE BY 21492,SBL Landshut GmbH,Am Banngraben 24,Landshut,84030,"Landshut,Lower Bavaria,Bavaria",Germany,EU-EFTA,RM,SH CP,Y,porcine,SH - Slaughterhouse | CP - Cutting Plant,,
DE NI 10565 EG,SFB Fleisch- und Kühlcentrale GmbH & Co. KG,Industriestraße 22,Holdorf,49451,"Landkreis Vechta,Lower Saxony",Germany,EU-EFTA,RM,CP,N,,CP - Cutting Plant,,
DE RP-ES 313 EG,SIMON-FLEISCH GMBH,GUTENBERGSTR. 12,Wittlich,54516,"Landkreis Bernkastel-Wittlich,Rhineland-Palatinate",Germany,EU-EFTA,RM,SH,Y,,SH - Slaughterhouse,,
DE RP-ES 313 EG; DE RP-EZ 335 EG,SIMON-Fleisch GmbH,Gutenbergstraße 12,Wittlich,54516,"Landkreis Bernkastel-Wittlich,Rhineland-Palatinate",Germany,EU-EFTA,RM,CP SH,Y,porcine,CP - Cutting Plant | SH - Slaughterhouse,,
DE NW 40007,Saygin GmbH,Lanterstraße 50,Dinslaken,46539,"Kreis Wesel,Regierungsbezirk Düsseldorf,North Rhine-Westphalia",Germany,EU-EFTA,RM,CP,N,bovine,CP - Cutting Plant,,
BY 70364,Schafschlachterei Felix Blanz,Winkelgasse 14,Bad Hindelang,87541,"Landkreis Oberallgäu,Swabia,Bavaria",Germany,EU-EFTA,RM,SH,Y,ovine,SH - Slaughterhouse,,
BY11685,Schanzer Fleisch GmbH,Scheelestraße 22,Ingolstadt,85053,"Ingolstadt,Upper Bavaria,Bavaria",Germany,EU-EFTA,RM,SH,Y,,SH - Slaughterhouse,,
DE BY 30158,Scherr Viehhandlung GbR,Wolfsbachstraße 17,Haag,92559,"Landkreis Schwandorf,Upper Palatinate,Bavaria",Germany,EU-EFTA,RM,SH,Y,,SH - Slaughterhouse,,
DE BY 50044,Schlachtbetrieb Alexander Bärlein-Denterlein GmbH,Werner - von - Siemens-Str. 3,Neustadt an der Aisch,91413,"Landkreis Neustadt an der Aisch-Bad Windsheim,Middle Franconia,Bavaria",Germany,EU-EFTA,RM,SH CP,Y,caprine ovine equine porcine bovine,SH - Slaughterhouse | CP - Cutting Plant,,
"DE BB EZ 1403 EG, DE BB ES 1403 EG",Schlachtbetrieb GmbH Perleberg,Ackerstrasse 4,Perleberg,19348,"Landkreis Prignitz,Brandenburg",Germany,EU-EFTA,RM,CP SH,Y,bovine porcine,CP - Cutting Plant | SH - Slaughterhouse,,
DE BY 60254,Schlachtbetrieb Michael Elbert,Wildensee 8,Eschau,63863,"Landkreis Miltenberg,Lower Franconia,Bavaria",Germany,EU-EFTA,RM,SH CP,Y,bovine ovine,SH - Slaughterhouse | CP - Cutting Plant,,
DE BY 70621,Schlachtbetrieb Michael Ettensperger,Schachenstraße 8,Oy-Mittelberg,87466,"Landkreis Oberallgäu,Swabia,Bavaria",Germany,EU-EFTA,RM,CP SH,Y,bovine caprine ovine porcine,CP - Cutting Plant | SH - Slaughterhouse,,
DE 09 187 168 0108,Schlachtbetrieb Richard Grosse,Pinswang 1,Rimsting,83253,"Landkreis Rosenheim,Upper Bavaria,Bavaria",Germany,EU-EFTA,RM,SH,Y,,SH - Slaughterhouse,,
SL 90016,Schlachtbetrieb Werner Schmidt,Kirchenstr. 44,Wallerfangen,66798,"Landkreis Saarlouis,Saarland",Germany,EU-EFTA,RM,SH,Y,bovine,SH - Slaughterhouse,,
DE BB 67011 EG,Schlachtbetrieb und Viehhandel Ludgerus Rave,Alte Poststraße 6,Heinersdorf,15518,"Landkreis Oder-Spree,Brandenburg",Germany,EU-EFTA,RM,CP SH,Y,equine porcine bovine caprine ovine,CP - Cutting Plant | SH - Slaughterhouse,,
DE RP 16009 EG,Schlachterei Jox GmbH,Dromersheimer Straße 42,Bingen am Rhein,55411,"Landkreis Mainz-Bingen,Rhineland-Palatinate",Germany,EU-EFTA,RM,SH,Y,bovine caprine ovine,SH - Slaughterhouse,,
DE NI 10091,Schlachterei Uhlen GmbH,Foppenkamp 1,"Lengerich, Emsland",49838,"Landkreis Emsland,Lower Saxony",Germany,EU-EFTA,RM,SH,Y,porcine,SH - Slaughterhouse,,
010590054614,Schlachterei und Viehhandel KG Siegfried Dalesch,Goosstroot 4,Bergenhusen,24861,"Kreis Schleswig-Flensburg,Schleswig-Holstein",Germany,EU-EFTA,RM,SH,Y,,SH - Slaughterhouse,,
DE 08 336 045 0042,Schlachthaus Sitzenkirch,Wässerleweg 5 79400 Kandern,Sitzenkirch,79400,"Landkreis Lörrach,Regierungsbezirk Freiburg,Baden-Württemberg",Germany,EU-EFTA,RM,SH,Y,,SH - Slaughterhouse,,
DE BY 77715 EG,Schlachthof Augsburg GmbH & Co. KG,Proviantbachstr. 3 c,Augsburg,86153,"Augsburg,Swabia,Bavaria",Germany,EU-EFTA,RM,SH,Y,bovine porcine,SH - Slaughterhouse,,
091721160159,Schlachthof Berchtesgaden,Bergwerkstraße 6,Berchtesgaden,83471,"Landkreis Berchtesgadener Land,Upper Bavaria,Bavaria",Germany,EU-EFTA,RM,SH,Y,,SH - Slaughterhouse,,
DE ES 163 EG,Schlachthof Betriebs GmbH,Schlachthofstr. 7,Zweibrücken,66497,"Zweibrücken,Rhineland-Palatinate",Germany,EU-EFTA,RM,SH,Y,bovine caprine ovine porcine equine,SH - Slaughterhouse,,
DE ES 1156 EG,Schlachthof Bühl GmbH,Industriestraße 30,Bühl,77815,"Landkreis Rastatt,Regierungsbezirk Karlsruhe,Baden-Württemberg",Germany,EU-EFTA,RM,SH,Y,bovine caprine ovine porcine,SH - Slaughterhouse,,
DE SH 00396,Schlachthof Erdem GmbH,Kirchweg 171,Henstedt-Ulzburg,24558,"Kreis Segeberg,Schleswig-Holstein",Germany,EU-EFTA,RM,SH CP,Y,bovine porcine,SH - Slaughterhouse | CP - Cutting Plant,,
BY 10635,Schlachthof Garmisch-Partenkirchen,Martinswinkelstraße 8,Garmisch-Partenkirchen,82467,"Landkreis Garmisch-Partenkirchen,Upper Bavaria,Bavaria",Germany,EU-EFTA,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
BY 40300,Schlachthof Helmbrechts GmbH,Schlachthofstr. 7,Helmbrechts,95233,"Landkreis Hof,Upper Franconia,Bavaria",Germany,EU-EFTA,RM,SH,Y,,SH - Slaughterhouse,,
DE BY 60330 EG,Schlachthof Issing GmbH & Co.KG,OT Retzbach Obere Hauptstr. 39,Zellingen,97225,"Landkreis Main-Spessart,Lower Franconia,Bavaria",Germany,EU-EFTA,RM,CP SH,Y,bovine ovine caprine porcine,CP - Cutting Plant | SH - Slaughterhouse,,
NW 84019,Schlachthof Legden GmbH,Am Bahndamm 11,Legden,48739,"Kreis Borken,Regierungsbezirk Münster,North Rhine-Westphalia",Germany,EU-EFTA,RM,SH,Y,bovine,SH - Slaughterhouse,,
DE BY 40124 EG,Schlachthof Marktredwitz,Eger str. 63,Marktredwitz,95615,"Landkreis Wunsiedel im Fichtelgebirge,Upper Franconia,Bavaria",Germany,EU-EFTA,RM,SH,Y,bovine caprine ovine porcine equine,SH - Slaughterhouse,,
DE 09 262 000 0343,Schlachthof Passau GmbH,Schaldinger Str. 17,Passau,94036,"Passau,Lower Bavaria,Bavaria",Germany,EU-EFTA,RM,SH,Y,equine bovine caprine ovine porcine,SH - Slaughterhouse,,
NW 86304,Schlachthof Recklinghausen GmbH,Bruchweg 53,Recklinghausen,45659,"Kreis Recklinghausen,Regierungsbezirk Münster,North Rhine-Westphalia",Germany,EU-EFTA,RM,SH,Y,porcine,SH - Slaughterhouse,,
DE ES 304 EG,Schlachthof Recklinghausen GmbH,Bruchweg 53,Recklinghausen,45659,"Kreis Recklinghausen,Regierungsbezirk Münster,North Rhine-Westphalia",Germany,EU-EFTA,RM,SH,Y,porcine,SH - Slaughterhouse,,
DE RP 22002 EG,Schlachthof Saarburg,Erdenbach 40-42,Saarburg,54439,"Landkreis Trier-Saarburg,Rhineland-Palatinate",Germany,EU-EFTA,RM,CP SH,Y,bovine ovine porcine equine,CP - Cutting Plant | SH - Slaughterhouse,,
DE ES 343 EWG,Schlachthof Westphal GmbH,Dieselstr. 87-89,Herzebrock-Clarholz,33442,"Kreis Gütersloh,Regierungsbezirk Detmold,North Rhine-Westphalia",Germany,EU-EFTA,RM,SH,Y,bovine caprine ovine porcine equine,SH - Slaughterhouse,,
DE BW 03061 EG,Schlachthof-Betriebs GmbH,Zeilweg 13,Schefflenz,74850,"Neckar-Odenwald-Kreis,Regierungsbezirk Karlsruhe,Baden-Württemberg",Germany,EU-EFTA,RM,SH,Y,,SH - Slaughterhouse,,
DE ES 239 EG,Schlachthof-Betriebs GmbH,Tullastr. 73,Freiburg im Breisgau,79108,"Freiburg im Breisgau,Regierungsbezirk Freiburg,Baden-Württemberg",Germany,EU-EFTA,RM,SH,Y,bovine caprine ovine porcine equine,SH - Slaughterhouse,,
DE RP 05022 EG,Schlachtstätte Gerhard Meyers,Auf der Loch 1,Wallersheim,54597,"Eifelkreis Bitburg-Prüm,Rhineland-Palatinate",Germany,EU-EFTA,RM,CP SH,Y,bovine porcine ovine caprine,CP - Cutting Plant | SH - Slaughterhouse,,
DE BY 70140,Schlachtverein Waltenhofen,Rieggis 8,Waltenhofen,87448,"Landkreis Oberallgäu,Swabia,Bavaria",Germany,EU-EFTA,RM,SH,Y,bovine caprine ovine porcine,SH - Slaughterhouse,,
DE 08 415 048 0024/BW 74013,Schmauder Jürgen,Ulmer Str. 39,Mehrstetten,72537,"Landkreis Reutlingen,Regierungsbezirk Tübingen,Baden-Württemberg",Germany,EU-EFTA,RM,SH,Y,,SH - Slaughterhouse,,
DE EZ 850,Schulte & Sohn Fleischwaren GmbH & Co. KG,Marie-Bernays-Ring 40,Mönchengladbach,41199,"Mönchengladbach,Regierungsbezirk Düsseldorf,North Rhine-Westphalia",Germany,EU-EFTA,RM,CP,N,,CP - Cutting Plant,,
DE EZ 407 EG,Schwamm & Cie. GmbH,Bismarckstraße 144-154,Saarbrücken,66121,"Regionalverband Saarbrücken,Saarland",Germany,EU-EFTA,RM,CP,N,bovine caprine ovine porcine,CP - Cutting Plant,,
NI 17671,Schwarz Metzgereien GmbH,Hemm 15,Hemmoor,21745,"Landkreis Cuxhaven,Lower Saxony",Germany,EU-EFTA,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
DE BW 13012 EG,Schäferei Holger Banzhaf,Schafhof 1,Gerstetten,89547,"Landkreis Heidenheim,Regierungsbezirk Stuttgart,Baden-Württemberg",Germany,EU-EFTA,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
DE BW 13008 EG,Schäferei Ruth Häckh,Kehrweg 22,Sontheim an der Brenz,89567,"Landkreis Heidenheim,Regierungsbezirk Stuttgart,Baden-Württemberg",Germany,EU-EFTA,RM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
DE BY 11118,"Schönegger Käse-Alm GmbH, Betrieb Pschorrhof",Steingadener Straße 8,Rottenbuch,82401,"Landkreis Weilheim-Schongau,Upper Bavaria,Bavaria",Germany,EU-EFTA,RM,CP,N,bovine caprine ovine equine porcine,CP - Cutting Plant,,
DE NI 11680,Sebastiano Pinzone GmbH,Domänenweg 13,Nienburg (Weser),31582,"Landkreis Nienburg/Weser,Lower Saxony",Germany,EU-EFTA,RM,CP,N,porcine,CP - Cutting Plant,,
DE BY 10385,Siegner Fleisch & Partner GmbH,Triebstraße18,Munich,80993,"Munich,Upper Bavaria,Bavaria",Germany,EU-EFTA,RM,CP,N,,CP - Cutting Plant,,
DE-BY-10274-EG,Stachel & Sohn GmbH,Brunnenerstr. 4,Niederarnbach,86564,"Landkreis Neuburg-Schrobenhausen,Upper Bavaria,Bavaria",Germany,EU-EFTA,RM,SH,Y,,SH - Slaughterhouse,,
08 336 014 0024,Stange Christoph,Gutenau 34,Efringen-Kirchen,79588,"Landkreis Lörrach,Regierungsbezirk Freiburg,Baden-Württemberg",Germany,EU-EFTA,RM,CP SH,Y,bovine caprine ovine porcine equine,CP - Cutting Plant | SH - Slaughterhouse,,
DE HH 00042,Steakmeister GmbH,Lagerstraße 11,Hamburg,20357,Hamburg,Germany,EU-EFTA,RM,CP,N,,CP - Cutting Plant,,
DE 09 780 145 0144 SH,Stefan Kraus Metzgerei,Dr. Bach Straße 10,Wertach,87497,"Landkreis Oberallgäu,Swabia,Bavaria",Germany,EU-EFTA,RM,SH,Y,,SH - Slaughterhouse,,
DE-NI 11106 -EG / DE 03 460 008 5746,Steinemann Natur Partner GmbH & Co. KG,Bahnhofstr. 78-80,Steinfeld,49439,"Landkreis Vechta,Lower Saxony",Germany,EU-EFTA,RM,SH,Y,bovine porcine,SH - Slaughterhouse,,
DE NI 10088,Steinemann pork processing GmbH & Co.KG,Harderberger Weg 18,Georgsmarienhütte,49124,"Landkreis Osnabrück,Lower Saxony",Germany,EU-EFTA,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
SL 90000,Sternberg Schlacht- und Zerlegebetrieb,Normannenstr. 7,Perl,66706,"Landkreis Merzig-Wadern,Saarland",Germany,EU-EFTA,RM,SH,Y,bovine porcine caprine ovine,SH - Slaughterhouse,,
SH 00118,Stockhausen Gastro-Service GmbH,Siemensstr. 43,Rellingen,25462,"Kreis Pinneberg,Schleswig-Holstein",Germany,EU-EFTA,RM,CP,N,,CP - Cutting Plant,,
DE BW 07130,Süddeutsches Schweinefleischzentrum Ulm GmbH,Steinbeisstraße 17,Ulm,89079,"Ulm,Regierungsbezirk Tübingen,Baden-Württemberg",Germany,EU-EFTA,RM,CP SH,Y,porcine,CP - Cutting Plant | SH - Slaughterhouse,,
DE EZ 1652,Süß Fleischgroßhandel GmbH,Carl-Benz-Straße 16,Frankfurt am Main,60386,"Frankfurt am Main,Regierungsbezirk Darmstadt,Hesse",Germany,EU-EFTA,RM,CP,N,,CP - Cutting Plant,,
DE EZ 033,TCW - Tiefkühllogistik Center Wustermark GmbH,Kurt-Nagel-Straße 10,Wustermark,14641,"Landkreis Havelland,Brandenburg",Germany,EU-EFTA,RM,CP,N,,CP - Cutting Plant,,
DE BE 10184 EG,TEK Döner Fleisch GmbH,Flohrstraße 19,Berlin,13507,Berlin,Germany,EU-EFTA,RM,CP,N,,CP - Cutting Plant,,
DE NW 60036,TUNA FOOD GmbH,Richard-Byrd-Straße 14,Cologne,50829,"Cologne,Cologne Government Region,North Rhine-Westphalia",Germany,EU-EFTA,RM,CP,N,bovine ovine,CP - Cutting Plant,,
EZ-457,Theo Keinhörster Großschlachterei mit Fleischhandel e.K.,Bruchweg 59,Recklinghausen,45659,"Kreis Recklinghausen,Regierungsbezirk Münster,North Rhine-Westphalia",Germany,EU-EFTA,RM,CP,N,porcine,CP - Cutting Plant,,
BY 40240,Theodor Luther GmbH,Am Moos 20,Neustadt b. Coburg,96465,"Landkreis Coburg,Upper Franconia,Bavaria",Germany,EU-EFTA,RM,CP,N,,CP - Cutting Plant,,
DE BW 18151,"Thorwart Fleischwaren GmbH, Philipp Thorwart",Andreas-Bechdolf-Straße 12,Ellwangen (Jagst),73479,"Ostalbkreis,Regierungsbezirk Stuttgart,Baden-Württemberg",Germany,EU-EFTA,RM,CP,N,bovine porcine,CP - Cutting Plant,,
276051540600003 und ES 386,Thönes e.K. - Großschlachterei,Loeweg 15,Wachtendonk,47669,"Kreis Kleve,Regierungsbezirk Düsseldorf,North Rhine-Westphalia",Germany,EU-EFTA,RM,SH,Y,,SH - Slaughterhouse,,
007,Tieroase Nord,Röverskamp 5,Wardenburg,26203,"Landkreis Oldenburg,Lower Saxony",Germany,EU-EFTA,RM,SH,Y,,SH - Slaughterhouse,,
DE NW 20028,Tillman's Convenience GmbH,In der Mark 2,Rheda-Wiedenbrück,33378,"Kreis Gütersloh,Regierungsbezirk Detmold,North Rhine-Westphalia",Germany,EU-EFTA,RM,CP,N,bovine porcine,CP - Cutting Plant,,
DE BW 07088,Transgourmet Deutschland GmbH & Co. OHG,Eiselauer Weg 2,Ulm,89081,"Ulm,Regierungsbezirk Tübingen,Baden-Württemberg",Germany,EU-EFTA,RM,CP,N,bovine caprine ovine porcine,CP - Cutting Plant,,
DE NW 20033,Transmeat Schöller GmbH & Co. KG,Schützenstraße 9,Versmold,33775,"Kreis Gütersloh,Regierungsbezirk Detmold,North Rhine-Westphalia",Germany,EU-EFTA,RM,CP,N,,CP - Cutting Plant,,
DE EZ 917 EG,Tönnies Lebensmittel GmbH & Co. KG,In der Mark 2,Rheda-Wiedenbrück,33378,"Kreis Gütersloh,Regierungsbezirk Detmold,North Rhine-Westphalia",Germany,EU-EFTA,RM,CP,N,porcine,CP - Cutting Plant,,
DE NW 20202 EG,Tönnies Lebensmittel GmbH & Co. KG,In der Mark 2,Rheda-Wiedenbrück,33378,"Kreis Gütersloh,Regierungsbezirk Detmold,North Rhine-Westphalia",Germany,EU-EFTA,RM,CP SH,Y,porcine,CP - Cutting Plant | SH - Slaughterhouse,,
DE NI 10327 EG,Tönnies Rind GmbH & Co. KG,Bahnhofstraße 134,Badbergen,49635,"Landkreis Osnabrück,Lower Saxony",Germany,EU-EFTA,RM,CP SH,Y,bovine,CP - Cutting Plant | SH - Slaughterhouse,,
DE ST 00688 EG,Tönnies Zerlegebetrieb GmbH,Am Schlachthof 1,Weißenfels,06667,"Burgenlandkreis,Saxony-Anhalt",Germany,EU-EFTA,RM,CP,N,,CP - Cutting Plant,,
